Cryptococcus neoformans var. grubii H99	235443	Cryptococcus neoformans var. grubii	Cryptococcus neoformans	Cryptococcus	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Cryp_neof_var_grubii_H99	crypNeof_VAR_GRUBII_H99
Cryptococcus neoformans var. neoformans B-3501A	283643	Cryptococcus neoformans var. neoformans	Cryptococcus neoformans	Cryptococcus	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Cryp_neof_var_neoformans_B_3501A	crypNeof_VAR_NEOFORMANS_B_3501
Cryptococcus neoformans var. neoformans JEC21	214684	Cryptococcus neoformans var. neoformans	Cryptococcus neoformans	Cryptococcus	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Cryp_neof_var_neoformans_JEC21	crypNeof_VAR_NEOFORMANS_JEC21
Kwoniella pini CBS 10737	1296096		Kwoniella pini	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Cryp_pinu_CBS_10737	crypPinu_CBS_10737
Curvularia lunata CX-3	1263492		Curvularia lunata	Curvularia	Pleosporaceae	Pleosporales	Pleosporomycetidae	Dothideomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Curv_luna_CX_3	curvLuna_CX_3
Cyberlindnera jadinii NBRC 0988	1128122		Cyberlindnera jadinii	Cyberlindnera	Phaffomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Cybe_jadi_NBRC_0988_NBRC0988	cybeJadi_NBRC_0988_NBRC0988
Cylindrobasidium torrendii FP15055 ss-10	1314674		Cylindrobasidium torrendii	Cylindrobasidium	Physalacriaceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Cyli_torr_FP15055_ss_10	cyliTorr_FP15055_SS_10
Cyphellophora europaea CBS 101466	1220924		Cyphellophora europaea	Cyphellophora	Cyphellophoraceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Cyph_euro_CBS_101466	cyphEuro_CBS_101466
Dactylellina haptotyla CBS 200.50	1284197		Dactylellina haptotyla	Dactylellina	Orbiliaceae	Orbiliales		Orbiliomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Dact_hapt_CBS_200_50	dactHapt_CBS_200_50
Debaryomyces hansenii CBS767	284592	Debaryomyces hansenii var. hansenii	Debaryomyces hansenii	Debaryomyces	Debaryomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Deba_hans_CBS767	debaHans_CBS767
Drechslerella stenobrocha 248	1043628		Drechslerella stenobrocha	Drechslerella	Orbiliaceae	Orbiliales		Orbiliomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Drec_sten_248	drecSten_248
Encephalitozoon cuniculi GB-M1	284813		Encephalitozoon cuniculi	Encephalitozoon	Unikaryonidae					Microsporidia		Fungi	Ence_cuni_GB_M1	enceCuni_GB_M1
Encephalitozoon hellem ATCC 50504	907965		Encephalitozoon hellem	Encephalitozoon	Unikaryonidae					Microsporidia		Fungi	Ence_hell_ATCC_50504	enceHell_ATCC50504
Encephalitozoon intestinalis ATCC 50506	876142		Encephalitozoon intestinalis	Encephalitozoon	Unikaryonidae					Microsporidia		Fungi	Ence_inte_ATCC_50506	enceInte_ATCC50506
Encephalitozoon romaleae SJ-2008	1178016		Encephalitozoon romaleae	Encephalitozoon	Unikaryonidae					Microsporidia		Fungi	Ence_roma_SJ_2008	enceRoma_SJ_2008
Endocronartium harknessii PhW48OC	1300066		Endocronartium harknessii	Endocronartium	Cronartiaceae	Pucciniales		Pucciniomycetes	Pucciniomycotina	Basidiomycota	Dikarya	Fungi	Endo_hark_PhW48OC	endoHark_PHW48OC
Endocarpon pusillum	364733		Endocarpon pusillum	Endocarpon	Verrucariaceae	Verrucariales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Endo_pusi_KoLRI_No_LF000583	endoPusi_KOLRI_NO_LF000583
Endocarpon pusillum Z07020	1263415		Endocarpon pusillum	Endocarpon	Verrucariaceae	Verrucariales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Endo_pusi_Z07020	endoPusi_Z07020
Enterocytozoon bieneusi H348	481877		Enterocytozoon bieneusi	Enterocytozoon	Enterocytozoonidae					Microsporidia		Fungi	Ente_bien_H348	enteBien_H348
Epichloe festucae E2368	696363		Epichloe festucae	Epichloe	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Epic_fest_E2368	epicFest_E2368
Epichloe festucae Fl1	877507		Epichloe festucae	Epichloe	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Epic_fest_Fl1	epicFest_FL1
Eremothecium cymbalariae DBVPG#7215	931890		Eremothecium cymbalariae	Eremothecium	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Erem_cymb_DBVPG#7215	eremCymb_DBVPG#7215
Eutypa lata UCREL1	1287681		Eutypa lata	Eutypa	Diatrypaceae	Xylariales	Xylariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Euty_lata_UCREL1	eutyLata_UCREL1
Exophiala dermatitidis NIH/UT8656	858893		Exophiala dermatitidis	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_derm_NIH_UT8656	exopDerm_NIH_UT8656
Exophiala mesophila	212818		Exophiala mesophila	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_meso_CBS_40295	exopMeso_CBS_40295
Exophiala oligosperma	215243		Exophiala oligosperma	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_olig_CBS_72588	exopOlig_CBS_72588
Exophiala sideris	1016849		Exophiala sideris	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_side_CBS_121828	exopSide_CBS_121828
Exophiala spinifera	91928		Exophiala spinifera	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_spin_CBS_89968	exopSpin_CBS_89968
Exophiala xenobiotica	348802		Exophiala xenobiotica	Exophiala	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Exop_xeno_CBS_118157	exopXeno_CBS_118157
Fibroporia radiculosa	599839		Fibroporia radiculosa	Fibroporia		Polyporales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Fibr_radi_TFFH_294	fibrRadi_TFFH_294
Fistulina hepatica ATCC 64428	1128425		Fistulina hepatica	Fistulina	Fistulinaceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Fist_hepa_ATCC_64428	fistHepa_ATCC64428
Flammulina velutipes KACC42780	1300067		Flammulina velutipes	Flammulina	Physalacriaceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Flam_velu_KACC42780	flamVelu_KACC42780
Fomitiporia mediterranea MF3/22	694068		Fomitiporia mediterranea	Fomitiporia	Hymenochaetaceae	Hymenochaetales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Fomi_medi_MF3_22	fomiMedi_MF3_22
Fomitopsis pinicola FP-58527 SS1	743788		Fomitopsis pinicola	Fomitopsis	Fomitopsidaceae	Polyporales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Fomi_pini_FP_58527_SS1	fomiPini_FP_58527_SS1
Fonsecaea multimorphosa CBS 102226	1442371		Fonsecaea multimorphosa	Fonsecaea	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fons_mult_CBS_102226	fonsMult_CBS_102226
Fonsecaea pedrosoi CBS 271.37	1442368		Fonsecaea pedrosoi	Fonsecaea	Herpotrichiellaceae	Chaetothyriales	Chaetothyriomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fons_pedr_CBS_271_37	fonsPedr_CBS_271_37
Fusarium fujikuroi B14	1215603		Fusarium fujikuroi	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_fuji_B14	fusaFuji_B14
Fusarium graminearum	5518		Fusarium graminearum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_gram_CS3005	fusaGram_CS3005
Fusarium graminearum PH-1	229533		Fusarium graminearum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_gram_PH_1_NRRL_31084	fusaGram_PH_1_NRRL_31084
Fusarium oxysporum FOSC 3-a	909455		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_FOSC_3_a	fusaOxys_FOSC_3_A
Fusarium oxysporum Fo47	660027		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_Fo47	fusaOxys_FO47
Fusarium oxysporum f. sp. conglutinans race 2 54008	1089457		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_conglutinans_race_2_54008	fusaOxys_F_SP_CONGLUTINANS_RAC
Fusarium oxysporum f. sp. cubense race 1	1229664		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_cubense_race_1	fusaOxys_F_SP_CUBENSE_RACE_1
Fusarium oxysporum f. sp. cubense race 4	1229665		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_cubense_race_4	fusaOxys_F_SP_CUBENSE_RACE_4
Fusarium oxysporum f. sp. cubense tropical race 4 54006	1089451		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_cubense_tropical_race_4_54006	fusaOxys_F_SP_CUBENSE_TROPICAL
Fusarium oxysporum f. sp. lycopersici MN25	1080343		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_lycopersici_MN25	fusaOxys_F_SP_LYCOPERSICI_MN25
Fusarium oxysporum f. sp. melonis 26406	1089452		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_melonis_26406	fusaOxys_F_SP_MELONIS_26406
Fusarium oxysporum f. sp. pisi HDV247	1080344		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_pisi_HDV247	fusaOxys_F_SP_PISI_HDV247
Fusarium oxysporum f. sp. radicis-lycopersici 26381	1089448		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_radicis_lycopersici_26381	fusaOxys_F_SP_RADICIS_LYCOPERS
Fusarium oxysporum f. sp. raphani 54005	1089458		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_raphani_54005	fusaOxys_F_SP_RAPHANI_54005
Fusarium oxysporum f. sp. vasinfectum 25433	1089449		Fusarium oxysporum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_oxys_f_vasinfectum_25433	fusaOxys_F_SP_VASINFECTUM_2543
Fusarium pseudograminearum CS3096	1028729		Fusarium pseudograminearum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_pseu_CS3096	fusaPseu_CS3096
Fusarium pseudograminearum	101028		Fusarium pseudograminearum	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_pseu_CS3270	fusaPseu_CS3270
Fusarium verticillioides 7600	334819		Fusarium verticillioides	Fusarium	Nectriaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Fusa_vert_7600	fusaVert_7600
Gaeumannomyces tritici R3-111a-1	644352		Gaeumannomyces tritici	Gaeumannomyces	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Gaeu_gram_var_tritici_R3_111a_1	gaeuGram_VAR_TRITICI_R3_111A_1
Galerina marginata CBS 339.88	685588		Galerina marginata	Galerina	Strophariaceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Gale_marg_CBS_339_88	galeMarg_CBS_339_88
Ganoderma lucidum G.260125-1	1077286		Ganoderma lucidum	Ganoderma	Polyporaceae	Polyporales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Gano_luci_G_260125_1	ganoLuci_G_260125_1
Ganoderma lucidum Xiangnong No.1	1127707		Ganoderma lucidum	Ganoderma	Polyporaceae	Polyporales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Gano_luci_Xiangnong_No_1	ganoLuci_XIANGNONG_NO_1
Glarea lozoyensis 74030	1104152		Glarea lozoyensis	Glarea	Helotiaceae	Helotiales		Leotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Glar_lozo_74030	glarLozo_74030
Glarea lozoyensis ATCC 20868	1116229		Glarea lozoyensis	Glarea	Helotiaceae	Helotiales		Leotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Glar_lozo_ATCC_20868	glarLozo_ATCC20868
Gloeophyllum trabeum ATCC 11539	670483		Gloeophyllum trabeum	Gloeophyllum	Gloeophyllaceae	Gloeophyllales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Gloe_trab_ATCC_11539	gloeTrab_ATCC11539
Grosmannia clavigera kw1407	655863		Grosmannia clavigera	Grosmannia	Ophiostomataceae	Ophiostomatales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Gros_clav_kw1407	grosClav_KW1407
Grosmannia clavigera kw1407	655863		Grosmannia clavigera	Grosmannia	Ophiostomataceae	Ophiostomatales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Gros_clav_kw1407_1	grosClav_KW1407_1
Gyalolechia flavorubescens KoLRI002931	1353255		Gyalolechia flavorubescens	Gyalolechia	Teloschistaceae	Teloschistales	Lecanoromycetidae	Lecanoromycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Gyal_flav_KoLRI002931	gyalFlav_KOLRI002931
Gymnopus luxurians FD-317 M1	944289		Gymnopus luxurians	Gymnopus	Omphalotaceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Gymn_luxu_FD_317_M1	gymnLuxu_FD_317_M1
Hirsutella minnesotensis 3608	1043627		Hirsutella minnesotensis	Hirsutella	Ophiocordycipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hirs_minn_3608	hirsMinn_3608
Histoplasma capsulatum G186AR	447093		Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hist_caps_G186AR	histCaps_G186AR
Histoplasma capsulatum H143	544712		Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hist_caps_H143	histCaps_H143
Histoplasma capsulatum H88	544711		Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hist_caps_H88	histCaps_H88
Histoplasma capsulatum NAm1	339724		Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetidae	Eurotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hist_caps_NAm1	histCaps_NAM1
Homolaphlyctis polyrhiza JEL 142	166479		Homolaphlyctis polyrhiza	Homolaphlyctis		Rhizophydiales		Chytridiomycetes		Chytridiomycota		Fungi	Homo_poly_JEL_142_JEL142	homoPoly_JEL_142_JEL142
Hortaea werneckii EXF-2000	1157616		Hortaea werneckii	Hortaea	Teratosphaeriaceae	Capnodiales	Dothideomycetidae	Dothideomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Hort_wern_EXF_2000	hortWern_EXF_2000
Hydnomerulius pinastri MD-312	994086		Hydnomerulius pinastri	Hydnomerulius	Paxillaceae	Boletales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Hydn_pina_MD_312	hydnPina_MD_312
Jaapia argillacea MUCL 33604	933084		Jaapia argillacea	Jaapia	Jaapiaceae	Jaapiales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Jaap_argi_MUCL_33604	jaapArgi_MUCL_33604
Kazachstania africana CBS 2517	1071382		Kazachstania africana	Kazachstania	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Kaza_afri_CBS_2517	kazaAfri_CBS_2517
Kazachstania naganishii CBS 8797	1071383		Kazachstania naganishii	Kazachstania	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Kaza_naga_CBS_8797	kazaNaga_CBS_8797
Kluyveromyces lactis	28985		Kluyveromyces lactis	Kluyveromyces	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Kluy_lact_NRRL_Y_1140	kluyLact_NRRL_Y_1140
Kluyveromyces marxianus var. marxianus KCTC 17555	1162310	Kluyveromyces marxianus var. marxianus	Kluyveromyces marxianus	Kluyveromyces	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Kluy_marx_var_marxianus_KCTC_17555	kluyMarx_VAR_MARXIANUS_KCTC_17
Komagataella phaffii CBS 7435	981350		Komagataella phaffii	Komagataella	Phaffomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Koma_past_CBS_7435	komaPast_CBS_7435
Komagataella phaffii GS115	644223		Komagataella phaffii	Komagataella	Phaffomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Koma_past_GS115	komaPast_GS115
Kuraishia capsulata CBS 1993	1382522		Kuraishia capsulata	Kuraishia		Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Kura_caps_CBS_1993	kuraCaps_CBS_1993
Kwoniella heveanensis BCC8398	1296120		Kwoniella heveanensis	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Kwon_heve_BCC8398	kwonHeve_BCC8398
Kwoniella heveanensis CBS 569	1296119		Kwoniella heveanensis	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Kwon_heve_CBS_569	kwonHeve_CBS_569
Kwoniella mangroviensis CBS 10435	1331196		Kwoniella mangrovensis	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Kwon_mang_CBS_10435	kwonMang_CBS_10435
Kwoniella mangroviensis CBS 8507	1296122		Kwoniella mangrovensis	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Kwon_mang_CBS_8507	kwonMang_CBS_8507
Kwoniella mangroviensis CBS 8886	1296123		Kwoniella mangrovensis	Kwoniella	Cryptococcaceae	Tremellales		Tremellomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Kwon_mang_CBS_8886	kwonMang_CBS_8886
Laccaria bicolor S238N-H82	486041		Laccaria bicolor	Laccaria	Tricholomataceae	Agaricales	Agaricomycetidae	Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Lacc_bico_S238N_H82	laccBico_S238N_H82
Lachancea kluyveri NRRL Y-12651	226302		Lachancea kluyveri	Lachancea	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Lach_kluy_NRRL_Y_12651	lachKluy_NRRL_Y_12651
Lachancea lanzarotensis	1245769		Lachancea lanzarotensis	Lachancea	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Lach_lanz_CBS_12615	lachLanz_CBS_12615
Lachancea thermotolerans CBS 6340	559295		Lachancea thermotolerans	Lachancea	Saccharomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Lach_ther_CBS_6340	lachTher_CBS_6340
Lecanosticta acicola CBS 871.95	1367079		Lecanosticta acicola	Lecanosticta	Mycosphaerellaceae	Capnodiales	Dothideomycetidae	Dothideomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Leca_acic_CBS_871_95	lecaAcic_CBS_871_95
Leptosphaeria maculans JN3	985895		Leptosphaeria maculans	Leptosphaeria	Leptosphaeriaceae	Pleosporales	Pleosporomycetidae	Dothideomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Lept_macu_JN3	leptMacu_JN3
Lignosus rhinocerotis TM02	1379160		Lignosus rhinocerotis	Lignosus	Polyporaceae	Polyporales		Agaricomycetes	Agaricomycotina	Basidiomycota	Dikarya	Fungi	Lign_rhin_TM02	lignRhin_TM02
Lodderomyces elongisporus NRRL YB-4239	379508		Lodderomyces elongisporus	Lodderomyces	Debaryomycetaceae	Saccharomycetales		Saccharomycetes	Saccharomycotina	Ascomycota	Dikarya	Fungi	Lodd_elon_NRRL_YB_4239	loddElon_NRRL_YB_4239
Magnaporthe oryzae 70-15	242507		Magnaporthe oryzae	Magnaporthe	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_oryz_70_15	magnOryz_70_15
Magnaporthe oryzae	318829		Magnaporthe oryzae	Magnaporthe	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_oryz_98_06	magnOryz_98_06
Magnaporthe oryzae KJ201	1271791		Magnaporthe oryzae	Magnaporthe	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_oryz_KJ201	magnOryz_KJ201
Magnaporthe oryzae P131	1143193		Magnaporthe oryzae	Magnaporthe	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_oryz_P131	magnOryz_P131
Magnaporthe oryzae Y34	1143189		Magnaporthe oryzae	Magnaporthe	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_oryz_Y34	magnOryz_Y34
Magnaporthiopsis poae ATCC 64411	644358		Magnaporthiopsis poae	Magnaporthiopsis	Magnaporthaceae	Magnaporthales	Sordariomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Magn_poae_ATCC_64411	magnPoae_ATCC64411
Malassezia sympodialis ATCC 42132	1230383		Malassezia sympodialis	Malassezia	Malasseziaceae	Malasseziales		Malasseziomycetes	Ustilaginomycotina	Basidiomycota	Dikarya	Fungi	Mala_symp_ATCC_42132	malaSymp_ATCC42132
Marssonina brunnea f. sp. 'multigermtubi' MB_m1	1072389		Marssonina brunnea	Marssonina	Dermateaceae	Helotiales		Leotiomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Mars_brun_f_multigermtubi_MB_m1	marsBrun_F_SP_MULTIGERMTUBI_MB
Melampsora larici-populina 98AG31	747676		Melampsora larici-populina	Melampsora	Melampsoraceae	Pucciniales		Pucciniomycetes	Pucciniomycotina	Basidiomycota	Dikarya	Fungi	Mela_lari_98AG31	melaLari_98AG31
Melampsora pinitorqua Mpini7	1298852		Melampsora pinitorqua	Melampsora	Melampsoraceae	Pucciniales		Pucciniomycetes	Pucciniomycotina	Basidiomycota	Dikarya	Fungi	Mela_pini_Mpini7	melaPini_MPINI7
Metarhizium acridum CQMa 102	655827		Metarhizium acridum	Metarhizium	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Meta_acri_CQMa_102	metaAcri_CQMA_102
Metarhizium anisopliae BRIP 53284	1291519		Metarhizium anisopliae	Metarhizium	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Meta_anis_BRIP_53284	metaAnis_BRIP_53284
Metarhizium anisopliae BRIP 53293	1291518		Metarhizium anisopliae	Metarhizium	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Meta_anis_BRIP_53293	metaAnis_BRIP_53293
Pochonia chlamydosporia 123	1052797		Pochonia chlamydosporia	Pochonia	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Meta_chla_123	metaChla_123
Metarhizium robertsii ARSEF 23	655844		Metarhizium robertsii	Metarhizium	Clavicipitaceae	Hypocreales	Hypocreomycetidae	Sordariomycetes	Pezizomycotina	Ascomycota	Dikarya	Fungi	Meta_robe_ARSEF_23	metaRobe_ARSEF_23
